ProviderKey,ProviderDurableKey,NPI,ProviderName,FirstName,LastName,Credentials,Gender,ProviderType,IsProviderActive,PrimarySpecialty,ProviderStatus,HireDate,TerminationDate,_IsCurrent,EffectiveDate,ExpirationDate
176,100176,1321956885,"Linda Knight, DO",Linda,Knight,DO,F,Physician,1,OB/GYN,Active,2010-09-24,,1,2010-09-24,9999-12-31
177,100177,1349177353,"Beverly Phillips, DO",Beverly,Phillips,DO,F,Physician,1,Emergency Medicine,Active,2009-01-04,,1,2009-01-04,9999-12-31
178,100178,1667451959,"Calvin Rice, MD",Calvin,Rice,MD,M,Physician,1,Internal Medicine,Active,2005-07-11,,1,2005-07-11,9999-12-31
179,100179,1685246922,"Ethan Simpson, DO",Ethan,Simpson,DO,M,Physician,1,Anesthesiology,Active,2022-06-03,,1,2022-06-03,9999-12-31
180,100180,1318998727,"Lois Patterson, MD",Lois,Patterson,MD,F,Physician,1,Cardiology,Active,2008-06-06,,1,2008-06-06,9999-12-31
181,100181,1176043576,"Brooke Jones, DO",Brooke,Jones,DO,F,Physician,1,Emergency Medicine,Active,2009-05-15,,1,2009-05-15,9999-12-31
182,100182,1416472863,"Jude Gonzales, DO",Jude,Gonzales,DO,M,Physician,1,Internal Medicine,Active,2014-01-11,,1,2014-01-11,9999-12-31
183,100183,1207045112,"Faith Aguilar, MD",Faith,Aguilar,MD,F,Physician,0,Pulmonology,Terminated,2021-08-15,2024-12-02,1,2021-08-15,9999-12-31
184,100184,1349871189,"Bruce Manning, DO",Bruce,Manning,DO,M,Physician,1,Radiology,Active,2020-02-27,,1,2020-02-27,9999-12-31
185,100185,1560899952,"Bryson Pena, MD",Bryson,Pena,MD,M,Physician,0,Cardiology,Terminated,2017-09-11,2019-04-10,1,2017-09-11,9999-12-31
186,100186,1214709588,"Jacob Wood, MD",Jacob,Wood,MD,M,Physician,1,Radiology,Active,2011-04-21,,1,2011-04-21,9999-12-31
187,100187,1136558223,"Paula Kelley, MD",Paula,Kelley,MD,F,Physician,1,Internal Medicine,Active,2006-04-08,,1,2006-04-08,9999-12-31
188,100188,1278584177,"Marilyn Washington, NP",Marilyn,Washington,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2015-02-22,,1,2015-02-22,9999-12-31
189,100189,1701825850,"Justin Walsh, DO",Justin,Walsh,DO,M,Physician,1,Dermatology,Active,2013-10-05,,1,2013-10-05,9999-12-31
190,100190,1495732809,"Adrian Dean, DO",Adrian,Dean,DO,M,Physician,1,Anesthesiology,Active,2009-12-07,,1,2009-12-07,9999-12-31
191,100191,1428761193,"Gabriella Castro, MD",Gabriella,Castro,MD,F,Physician,1,Family Medicine,Active,2018-01-27,,1,2018-01-27,9999-12-31
192,100192,1879735964,"Edna George, MD",Edna,George,MD,F,Surgeon,1,Orthopedic Surgery,Active,2016-04-22,,1,2016-04-22,9999-12-31
193,100193,1147272614,"Grace Nichols, DO",Grace,Nichols,DO,F,Surgeon,1,Orthopedic Surgery,Active,2019-10-07,,1,2019-10-07,9999-12-31
194,100194,1514041899,"Richard Oliver, NP",Richard,Oliver,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2008-04-08,,1,2008-04-08,9999-12-31
195,100195,1282045052,"Bernice Austin, MD",Bernice,Austin,MD,F,Physician,0,Cardiology,Terminated,2017-08-19,2026-02-16,1,2017-08-19,9999-12-31
196,100196,1804534227,"Riley Hughes, MD",Riley,Hughes,MD,F,Physician,1,Internal Medicine,Active,2019-03-21,,1,2019-03-21,9999-12-31
197,100197,1594908088,"Valentina Burns, MD",Valentina,Burns,MD,F,Physician,1,Pediatrics,Active,2015-03-04,,1,2015-03-04,9999-12-31
198,100198,1670805656,"Billy Kennedy, MD",Billy,Kennedy,MD,M,Physician,1,Emergency Medicine,Active,2014-04-16,,1,2014-04-16,9999-12-31
199,100199,1426609938,"Oscar Cunningham, MD",Oscar,Cunningham,MD,M,Physician,1,OB/GYN,Active,2017-10-19,,1,2017-10-19,9999-12-31
200,100200,1026842246,"Brittany Wheeler, DO",Brittany,Wheeler,DO,F,Physician,1,Family Medicine,Active,2014-09-07,,1,2014-09-07,9999-12-31
201,100201,1252032524,"Cooper Gibson, MD",Cooper,Gibson,MD,M,Physician,1,Family Medicine,Active,2006-01-21,,1,2006-01-21,9999-12-31
202,100202,1628997816,"Rose Berry, MD",Rose,Berry,MD,F,Surgeon,1,Orthopedic Surgery,Active,2022-07-23,,1,2022-07-23,9999-12-31
203,100203,1904731585,"Jack Valdez, MD",Jack,Valdez,MD,M,Physician,1,Emergency Medicine,Active,2009-11-10,,1,2009-11-10,9999-12-31
204,100204,1080815805,"Kenneth Lane, MD",Kenneth,Lane,MD,M,Physician,1,Family Medicine,Active,2020-02-13,,1,2020-02-13,9999-12-31
205,100205,1516218169,"Tristan Hart, MD",Tristan,Hart,MD,M,Physician,1,Anesthesiology,Active,2011-09-25,,1,2011-09-25,9999-12-31
206,100206,1352914394,"Micah Willis, MD",Micah,Willis,MD,M,Physician,1,Internal Medicine,Active,2020-11-13,,1,2020-11-13,9999-12-31
207,100207,1651355346,"Emma Foster, MD",Emma,Foster,MD,F,Physician,1,Pediatrics,Active,2011-12-19,,1,2011-12-19,9999-12-31
208,100208,1649752882,"Quinn Jackson, DO",Quinn,Jackson,DO,F,Physician,1,Dermatology,Active,2014-06-21,,1,2014-06-21,9999-12-31
209,100209,1015300442,"Dean Bryant, MD",Dean,Bryant,MD,M,Physician,1,Radiology,Active,2010-03-22,,1,2010-03-22,9999-12-31
210,100210,1926905713,"Jesse Goodwin, MD",Jesse,Goodwin,MD,M,Physician,1,Internal Medicine,Active,2019-12-11,,1,2019-12-11,9999-12-31
211,100211,1791921387,"Autumn Romero, DO",Autumn,Romero,DO,F,Physician,1,Internal Medicine,Active,2011-02-12,,1,2011-02-12,9999-12-31
212,100212,1928523896,"Lily Williamson, MD",Lily,Williamson,MD,F,Physician,1,Family Medicine,Active,2007-06-26,,1,2007-06-26,9999-12-31
213,100213,1981259117,"Logan Sims, PA",Logan,Sims,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2007-05-11,,1,2007-05-11,9999-12-31
214,100214,1286345741,"Peyton Robertson, NP",Peyton,Robertson,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2018-12-17,,1,2018-12-17,9999-12-31
215,100215,1206795900,"Josephine Lynch, MD",Josephine,Lynch,MD,F,Physician,1,Pediatrics,Active,2008-10-28,,1,2008-10-28,9999-12-31
216,100216,1652382311,"Mary Freeman, MD",Mary,Freeman,MD,F,Physician,1,Family Medicine,Active,2007-06-07,,1,2007-06-07,9999-12-31
217,100217,1858655361,"Ella Perez, MD",Ella,Perez,MD,F,Physician,1,Dermatology,Active,2017-10-09,,1,2017-10-09,9999-12-31
218,100218,1043354607,"Everett Harris, DO",Everett,Harris,DO,M,Physician,0,Internal Medicine,Terminated,2008-10-28,2013-02-15,1,2008-10-28,9999-12-31
219,100219,1472893093,"Charles West, MD",Charles,West,MD,M,Physician,1,Neurology,Active,2006-05-06,,1,2006-05-06,9999-12-31
220,100220,1872839899,"Regina Bailey, DO",Regina,Bailey,DO,F,Physician,0,Family Medicine,Terminated,2023-04-20,2032-04-04,1,2023-04-20,9999-12-31
221,100221,1340051770,"Alexandra Reyes, DO",Alexandra,Reyes,DO,F,Physician,1,Nephrology,Active,2010-06-04,,1,2010-06-04,9999-12-31
222,100222,1393262135,"Douglas Peterson, MD",Douglas,Peterson,MD,M,Physician,1,Oncology,Active,2019-02-08,,1,2019-02-08,9999-12-31
223,100223,1414645029,"Aiden Silva, NP",Aiden,Silva,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2014-07-06,,1,2014-07-06,9999-12-31
224,100224,1277586178,"Albert Schmidt, MD",Albert,Schmidt,MD,M,Physician,1,Internal Medicine,Active,2013-07-23,,1,2013-07-23,9999-12-31
225,100225,1604647874,"Frances Ward, DO",Frances,Ward,DO,F,Physician,1,Family Medicine,Active,2012-02-21,,1,2012-02-21,9999-12-31
226,100226,1631521870,"Valerie Flores, PA",Valerie,Flores,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2014-05-15,,1,2014-05-15,9999-12-31
227,100227,1080613775,"Harold Singh, DO",Harold,Singh,DO,M,Physician,1,Family Medicine,Active,2007-02-28,,1,2007-02-28,9999-12-31
228,100228,1018754027,"Mateo Smith, DO",Mateo,Smith,DO,M,Physician,1,Internal Medicine,Active,2011-03-23,,1,2011-03-23,9999-12-31
229,100229,1176205815,"Preston Hunt, DO",Preston,Hunt,DO,M,Physician,1,Neurology,Active,2007-02-15,,1,2007-02-15,9999-12-31
230,100230,1493725481,"Carter Estrada, MD",Carter,Estrada,MD,M,Physician,1,Emergency Medicine,Active,2020-02-04,,1,2020-02-04,9999-12-31
231,100231,1404827823,"Makayla O'Brien, DO",Makayla,O'Brien,DO,F,Physician,1,OB/GYN,Active,2019-01-12,,1,2019-01-12,9999-12-31
232,100232,1326495275,"Layla Nunez, DO",Layla,Nunez,DO,F,Physician,1,Emergency Medicine,Active,2018-02-19,,1,2018-02-19,9999-12-31
233,100233,1052214970,"Juan Gray, DO",Juan,Gray,DO,M,Surgeon,0,Orthopedic Surgery,Terminated,2006-06-05,2015-03-23,1,2006-06-05,9999-12-31
234,100234,1205907390,"Axel McDonald, MD",Axel,McDonald,MD,M,Physician,1,Internal Medicine,Active,2006-02-24,,1,2006-02-24,9999-12-31
235,100235,1744390328,"Jackson Vargas, NP",Jackson,Vargas,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2019-06-14,,1,2019-06-14,9999-12-31
236,100236,1932665749,"Isabelle Mason, MD",Isabelle,Mason,MD,F,Physician,1,Radiology,Active,2022-12-19,,1,2022-12-19,9999-12-31
237,100237,1638480877,"Noah Griffin, DO",Noah,Griffin,DO,M,Physician,1,Emergency Medicine,Active,2006-10-23,,1,2006-10-23,9999-12-31
238,100238,1831632958,"Oliver Ford, DO",Oliver,Ford,DO,M,Physician,1,Emergency Medicine,Active,2010-01-25,,1,2010-01-25,9999-12-31
239,100239,1679106188,"Asher Boyd, DO",Asher,Boyd,DO,M,Physician,1,Emergency Medicine,Active,2015-09-13,,1,2015-09-13,9999-12-31
240,100240,1841547039,"Lillian French, DO",Lillian,French,DO,F,Physician,0,Internal Medicine,Terminated,2018-12-02,2020-07-13,1,2018-12-02,9999-12-31
241,100241,1898011177,"Rachel Ruiz, MD",Rachel,Ruiz,MD,F,Physician,1,Anesthesiology,Active,2006-09-21,,1,2006-09-21,9999-12-31
242,100242,1816450340,"Kathryn Jimenez, MD",Kathryn,Jimenez,MD,F,Physician,1,Oncology,Active,2017-04-26,,1,2017-04-26,9999-12-31
243,100243,1814445514,"Janet Watson, NP",Janet,Watson,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2006-12-10,,1,2006-12-10,9999-12-31
244,100244,1672682621,"Geraldine Young, MD",Geraldine,Young,MD,F,Physician,1,Family Medicine,Active,2018-12-08,,1,2018-12-08,9999-12-31
245,100245,1648770965,"Jonah Franklin, NP",Jonah,Franklin,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2006-11-18,,1,2006-11-18,9999-12-31
246,100246,1196636935,"Cassandra Ellis, NP",Cassandra,Ellis,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2021-02-21,,1,2021-02-21,9999-12-31
247,100247,1325556002,"Griffin Spencer, MD",Griffin,Spencer,MD,M,Physician,1,Emergency Medicine,Active,2007-07-30,,1,2007-07-30,9999-12-31
248,100248,1277125279,"Dylan Wallace, DO",Dylan,Wallace,DO,M,Physician,1,Family Medicine,Active,2018-04-29,,1,2018-04-29,9999-12-31
249,100249,1113739909,"Arianna Martinez, DO",Arianna,Martinez,DO,F,Physician,1,Cardiology,Active,2017-05-12,,1,2017-05-12,9999-12-31
250,100250,1142017957,"Madison Coleman, DO",Madison,Coleman,DO,F,Physician,1,OB/GYN,Active,2013-11-03,,1,2013-11-03,9999-12-31
251,100251,1323593586,"Arthur Sandoval, DO",Arthur,Sandoval,DO,M,Surgeon,1,Orthopedic Surgery,Active,2016-08-26,,1,2016-08-26,9999-12-31
252,100252,1928843790,"Shannon Reid, PA",Shannon,Reid,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2011-03-18,,1,2011-03-18,9999-12-31
253,100253,1855143223,"Vanessa Alvarez, PA",Vanessa,Alvarez,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2012-02-22,,1,2012-02-22,9999-12-31
254,100254,1681598427,"Brooklyn Robinson, MD",Brooklyn,Robinson,MD,F,Physician,0,Pulmonology,Terminated,2019-05-06,2027-08-03,1,2019-05-06,9999-12-31
255,100255,1211655323,"Melissa Price, MD",Melissa,Price,MD,F,Physician,1,Cardiology,Active,2018-04-03,,1,2018-04-03,9999-12-31
256,100256,1140655252,"Brayden Richards, MD",Brayden,Richards,MD,M,Physician,1,Radiology,Active,2008-12-14,,1,2008-12-14,9999-12-31
257,100257,1305944889,"Kingston Santiago, DO",Kingston,Santiago,DO,M,Physician,1,Anesthesiology,Active,2010-06-15,,1,2010-06-15,9999-12-31
258,100258,1949616780,"Sydney Myers, MD",Sydney,Myers,MD,F,Physician,1,Neurology,Active,2007-07-30,,1,2007-07-30,9999-12-31
259,100259,1273155708,"Audrey Perry, MD",Audrey,Perry,MD,F,Physician,1,Internal Medicine,Active,2017-08-10,,1,2017-08-10,9999-12-31
260,100260,1747674165,"Tammy Patel, MD",Tammy,Patel,MD,F,Physician,1,Pediatrics,Active,2007-12-31,,1,2007-12-31,9999-12-31
261,100261,1666069758,"Dominic Hill, NP",Dominic,Hill,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2016-07-04,,1,2016-07-04,9999-12-31
262,100262,1275571586,"Steven Stephens, DO",Steven,Stephens,DO,M,Physician,1,Dermatology,Active,2020-12-31,,1,2020-12-31,9999-12-31
263,100263,1439690970,"Christine Cox, MD",Christine,Cox,MD,F,Physician,1,Pediatrics,Active,2006-11-21,,1,2006-11-21,9999-12-31
264,100264,1620291737,"Irene Green, DO",Irene,Green,DO,F,Physician,1,Family Medicine,Active,2023-02-26,,1,2023-02-26,9999-12-31
265,100265,1254367556,"Scarlett Ryan, DO",Scarlett,Ryan,DO,F,Physician,1,Emergency Medicine,Active,2017-06-01,,1,2017-06-01,9999-12-31
266,100266,1189152956,"Levi Wagner, DO",Levi,Wagner,DO,M,Physician,0,Internal Medicine,Terminated,2019-11-19,2029-01-24,1,2019-11-19,9999-12-31
267,100267,1403787716,"Benjamin Harvey, MD",Benjamin,Harvey,MD,M,Physician,1,Family Medicine,Active,2014-06-23,,1,2014-06-23,9999-12-31
268,100268,1354435472,"Roman Barnes, DO",Roman,Barnes,DO,M,Physician,1,Emergency Medicine,Active,2011-03-27,,1,2011-03-27,9999-12-31
269,100269,1049941631,"Hunter Martin, DO",Hunter,Martin,DO,M,Physician,1,Neurology,Active,2009-08-20,,1,2009-08-20,9999-12-31
270,100270,1698797007,"Tyler Sanders, MD",Tyler,Sanders,MD,M,Physician,1,Gastroenterology,Active,2013-07-31,,1,2013-07-31,9999-12-31
271,100271,1435090027,"Aurora Burke, DO",Aurora,Burke,DO,F,Physician,1,OB/GYN,Active,2017-12-30,,1,2017-12-30,9999-12-31
272,100272,1211695249,"Maxwell Gonzalez, MD",Maxwell,Gonzalez,MD,M,Physician,1,Cardiology,Active,2013-08-05,,1,2013-08-05,9999-12-31
273,100273,1060342324,"Deborah Baker, DO",Deborah,Baker,DO,F,Physician,1,Internal Medicine,Active,2018-09-23,,1,2018-09-23,9999-12-31
274,100274,1482892603,"Miles Contreras, DO",Miles,Contreras,DO,M,Physician,1,Nephrology,Active,2021-05-21,,1,2021-05-21,9999-12-31
275,100275,1533937918,"Blake Mills, MD",Blake,Mills,MD,M,Physician,1,Emergency Medicine,Active,2014-08-13,,1,2014-08-13,9999-12-31
276,100276,1933415746,"Ezekiel Romero, MD",Ezekiel,Romero,MD,M,Physician,1,Radiology,Active,2021-02-11,,1,2021-02-11,9999-12-31
277,100277,1597410960,"Wayne Stewart, DO",Wayne,Stewart,DO,M,Physician,1,Pediatrics,Active,2022-07-08,,1,2022-07-08,9999-12-31
278,100278,1272475517,"Carl Matthews, MD",Carl,Matthews,MD,M,Physician,1,Internal Medicine,Active,2011-06-26,,1,2011-06-26,9999-12-31
279,100279,1150290551,"Jade Chavez, DO",Jade,Chavez,DO,F,Physician,1,Family Medicine,Active,2013-06-06,,1,2013-06-06,9999-12-31
280,100280,1145947805,"Maverick Webb, DO",Maverick,Webb,DO,M,Physician,1,Family Medicine,Active,2018-11-05,,1,2018-11-05,9999-12-31
281,100281,1262306160,"Declan Carr, DO",Declan,Carr,DO,M,Physician,1,Emergency Medicine,Active,2010-07-28,,1,2010-07-28,9999-12-31
282,100282,1131696993,"Ruby Jacobs, DO",Ruby,Jacobs,DO,F,Physician,1,Family Medicine,Active,2015-10-16,,1,2015-10-16,9999-12-31
283,100283,1680011208,"Spencer Grant, DO",Spencer,Grant,DO,M,Physician,1,Pulmonology,Active,2014-01-08,,1,2014-01-08,9999-12-31
284,100284,1447882701,"Gianna Carpenter, DO",Gianna,Carpenter,DO,F,Physician,0,Family Medicine,Terminated,2011-03-17,2014-04-26,1,2011-03-17,9999-12-31
285,100285,1593245701,"Bethany Hernandez, MD",Bethany,Hernandez,MD,F,Physician,1,Family Medicine,Active,2021-02-19,,1,2021-02-19,9999-12-31
286,100286,1158724285,"Bennett Clark, MD",Bennett,Clark,MD,M,Physician,1,Pediatrics,Active,2021-01-30,,1,2021-01-30,9999-12-31
287,100287,1120149411,"Ava Jensen, MD",Ava,Jensen,MD,F,Physician,1,Psychiatry,Active,2015-11-14,,1,2015-11-14,9999-12-31
288,100288,1641073181,"Alan Wong, MD",Alan,Wong,MD,M,Physician,1,Internal Medicine,Active,2009-11-23,,1,2009-11-23,9999-12-31
289,100289,1903129347,"Larry Greene, DO",Larry,Greene,DO,M,Physician,1,Oncology,Active,2022-03-22,,1,2022-03-22,9999-12-31
290,100290,1747562344,"Jaxon Cooper, DO",Jaxon,Cooper,DO,M,Physician,1,Gastroenterology,Active,2016-12-04,,1,2016-12-04,9999-12-31
291,100291,1397463624,"Jerry McCoy, MD",Jerry,McCoy,MD,M,Physician,1,Psychiatry,Active,2005-03-21,,1,2005-03-21,9999-12-31
292,100292,1472761991,"Elaine Scott, MD",Elaine,Scott,MD,F,Physician,1,Pediatrics,Active,2015-10-01,,1,2015-10-01,9999-12-31
293,100293,1562838145,"Dennis Estrada, DO",Dennis,Estrada,DO,M,Physician,1,Radiology,Active,2012-04-09,,1,2012-04-09,9999-12-31
294,100294,1618679904,"Alexander Parsons, DO",Alexander,Parsons,DO,M,Physician,1,Gastroenterology,Active,2020-08-25,,1,2020-08-25,9999-12-31
295,100295,1106104660,"Eva Arnold, MD",Eva,Arnold,MD,F,Surgeon,1,General Surgery,Active,2018-01-15,,1,2018-01-15,9999-12-31
296,100296,1713881805,"Leah Black, MD",Leah,Black,MD,F,Physician,1,Internal Medicine,Active,2008-06-26,,1,2008-06-26,9999-12-31
297,100297,1599567603,"Ruth Bailey, MD",Ruth,Bailey,MD,F,Physician,1,Pulmonology,Active,2006-04-21,,1,2006-04-21,9999-12-31
298,100298,1190999838,"Jeffrey Mitchell, DO",Jeffrey,Mitchell,DO,M,Physician,0,Radiology,Terminated,2009-03-08,2014-02-05,1,2009-03-08,9999-12-31
299,100299,1608638367,"Chloe Wells, MD",Chloe,Wells,MD,F,Physician,0,Oncology,Terminated,2017-08-26,2021-08-13,1,2017-08-26,9999-12-31
300,100300,1472156917,"Maria Nichols, MD",Maria,Nichols,MD,F,Physician,1,Internal Medicine,Active,2014-03-05,,1,2014-03-05,9999-12-31
301,100301,1964696735,"Bonnie Perez, DO",Bonnie,Perez,DO,F,Physician,1,Psychiatry,Active,2007-07-15,,1,2007-07-15,9999-12-31
302,100302,1808949890,"Ashley Snyder, MD",Ashley,Snyder,MD,F,Physician,0,Pediatrics,Terminated,2020-08-01,2021-12-21,1,2020-08-01,9999-12-31
303,100303,1561163989,"Jonathan Castillo, MD",Jonathan,Castillo,MD,M,Physician,1,Internal Medicine,Active,2014-01-08,,1,2014-01-08,9999-12-31
304,100304,1317624645,"Bryan Jones, DO",Bryan,Jones,DO,M,Physician,1,Radiology,Active,2019-08-05,,1,2019-08-05,9999-12-31
305,100305,1386699404,"Diana Adams, NP",Diana,Adams,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2011-10-08,,1,2011-10-08,9999-12-31
306,100306,1955435135,"Tara Morris, DO",Tara,Morris,DO,F,Physician,1,Family Medicine,Active,2007-06-12,,1,2007-06-12,9999-12-31
307,100307,1768889366,"Rowan Jacobs, DO",Rowan,Jacobs,DO,M,Physician,1,Internal Medicine,Active,2006-04-22,,1,2006-04-22,9999-12-31
308,100308,1480760686,"Gary Flores, DO",Gary,Flores,DO,M,Physician,1,Cardiology,Active,2013-10-21,,1,2013-10-21,9999-12-31
309,100309,1625871939,"Jose Coleman, MD",Jose,Coleman,MD,M,Physician,1,OB/GYN,Active,2020-12-27,,1,2020-12-27,9999-12-31
310,100310,1183577898,"Ronald Washington, MD",Ronald,Washington,MD,M,Physician,1,Family Medicine,Active,2016-04-22,,1,2016-04-22,9999-12-31
311,100311,1004980977,"Skylar Lane, PA",Skylar,Lane,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2020-06-18,,1,2020-06-18,9999-12-31
312,100312,1202970571,"Donna Ford, MD",Donna,Ford,MD,F,Surgeon,1,Orthopedic Surgery,Active,2005-09-10,,1,2005-09-10,9999-12-31
313,100313,1456519629,"Courtney Bradley, DO",Courtney,Bradley,DO,F,Physician,1,Family Medicine,Active,2013-04-13,,1,2013-04-13,9999-12-31
314,100314,1980899802,"Roy Romero, DO",Roy,Romero,DO,M,Physician,1,Emergency Medicine,Active,2005-04-08,,1,2005-04-08,9999-12-31
315,100315,1874900171,"Lucy Harvey, MD",Lucy,Harvey,MD,F,Physician,0,Neurology,Terminated,2011-11-23,2019-08-09,1,2011-11-23,9999-12-31
316,100316,1760303680,"Christina Oliver, DO",Christina,Oliver,DO,F,Physician,1,Anesthesiology,Active,2012-12-23,,1,2012-12-23,9999-12-31
317,100317,1576520917,"Jasper Barnes, MD",Jasper,Barnes,MD,M,Physician,1,Cardiology,Active,2015-03-11,,1,2015-03-11,9999-12-31
318,100318,1449677362,"Theo Williams, DO",Theo,Williams,DO,M,Physician,1,Internal Medicine,Active,2021-08-15,,1,2021-08-15,9999-12-31
319,100319,1351857817,"Kyle Watson, DO",Kyle,Watson,DO,M,Physician,1,Family Medicine,Active,2007-05-19,,1,2007-05-19,9999-12-31
320,100320,1858855876,"Dorothy Crawford, DO",Dorothy,Crawford,DO,F,Physician,0,Pediatrics,Terminated,2021-08-14,2028-08-21,1,2021-08-14,9999-12-31
321,100321,1346225343,"Louis Gray, MD",Louis,Gray,MD,M,Physician,1,Family Medicine,Active,2008-01-31,,1,2008-01-31,9999-12-31
322,100322,1079204742,"Serenity Williamson, DO",Serenity,Williamson,DO,F,Physician,1,Cardiology,Active,2011-02-03,,1,2011-02-03,9999-12-31
323,100323,1033294974,"Ariana Wheeler, MD",Ariana,Wheeler,MD,F,Physician,1,Pediatrics,Active,2020-06-03,,1,2020-06-03,9999-12-31
324,100324,1747245290,"Caroline Richards, DO",Caroline,Richards,DO,F,Surgeon,1,General Surgery,Active,2013-07-08,,1,2013-07-08,9999-12-31
325,100325,1217640344,"Monica Miller, DO",Monica,Miller,DO,F,Physician,1,Pediatrics,Active,2011-06-26,,1,2011-06-26,9999-12-31
326,100326,1701780484,"Owen Robertson, MD",Owen,Robertson,MD,M,Physician,1,Nephrology,Active,2022-05-30,,1,2022-05-30,9999-12-31
327,100327,1595477336,"Edward Wagner, DO",Edward,Wagner,DO,M,Surgeon,1,General Surgery,Active,2014-10-03,,1,2014-10-03,9999-12-31
328,100328,1319209159,"Jeremy Ellis, DO",Jeremy,Ellis,DO,M,Physician,1,Pulmonology,Active,2007-02-01,,1,2007-02-01,9999-12-31
329,100329,1771532696,"Sheryl Fernandez, MD",Sheryl,Fernandez,MD,F,Physician,1,Anesthesiology,Active,2006-10-15,,1,2006-10-15,9999-12-31
330,100330,1707263554,"Elijah Greene, MD",Elijah,Greene,MD,M,Physician,0,Gastroenterology,Terminated,2010-05-20,2014-09-26,1,2010-05-20,9999-12-31
331,100331,1549513058,"Milo Ross, MD",Milo,Ross,MD,M,Physician,1,Dermatology,Active,2014-07-27,,1,2014-07-27,9999-12-31
332,100332,1426704578,"Wyatt Ramirez, MD",Wyatt,Ramirez,MD,M,Physician,1,Family Medicine,Active,2009-03-28,,1,2009-03-28,9999-12-31
333,100333,1144218816,"Luna Burns, MD",Luna,Burns,MD,F,Physician,1,Internal Medicine,Active,2009-11-17,,1,2009-11-17,9999-12-31
334,100334,1324834239,"Virginia Sutton, DO",Virginia,Sutton,DO,F,Physician,1,Internal Medicine,Active,2018-02-15,,1,2018-02-15,9999-12-31
335,100335,1924347531,"Rita Willis, MD",Rita,Willis,MD,F,Physician,1,Internal Medicine,Active,2015-04-15,,1,2015-04-15,9999-12-31
336,100336,1903766332,"Hailey Pierce, DO",Hailey,Pierce,DO,F,Physician,1,Pediatrics,Active,2008-11-15,,1,2008-11-15,9999-12-31
337,100337,1021021816,"Nicole Thomas, DO",Nicole,Thomas,DO,F,Physician,0,OB/GYN,Terminated,2009-12-06,2014-10-16,1,2009-12-06,9999-12-31
338,100338,1784319390,"Jason Lawrence, NP",Jason,Lawrence,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2007-12-03,,1,2007-12-03,9999-12-31
339,100339,1849220323,"Lincoln Henderson, MD",Lincoln,Henderson,MD,M,Physician,1,Internal Medicine,Active,2018-11-27,,1,2018-11-27,9999-12-31
340,100340,1406606519,"Megan James, MD",Megan,James,MD,F,Physician,1,Radiology,Active,2010-02-15,,1,2010-02-15,9999-12-31
341,100341,1243040457,"Bradley Cook, MD",Bradley,Cook,MD,M,Physician,1,Psychiatry,Active,2010-06-05,,1,2010-06-05,9999-12-31
342,100342,1260626123,"Margaret Martin, DO",Margaret,Martin,DO,F,Physician,0,Internal Medicine,Terminated,2018-04-05,2020-01-15,1,2018-04-05,9999-12-31
343,100343,1469224505,"Elliott Wallace, DO",Elliott,Wallace,DO,M,Physician,1,Family Medicine,Active,2021-12-30,,1,2021-12-30,9999-12-31
344,100344,1774611107,"Kristin Hale, DO",Kristin,Hale,DO,F,Surgeon,1,General Surgery,Active,2013-02-04,,1,2013-02-04,9999-12-31
345,100345,1097909424,"Veronica Ferguson, MD",Veronica,Ferguson,MD,F,Surgeon,1,General Surgery,Active,2006-11-20,,1,2006-11-20,9999-12-31
346,100346,1598905498,"Gerald Reynolds, DO",Gerald,Reynolds,DO,M,Physician,1,Pulmonology,Active,2008-08-16,,1,2008-08-16,9999-12-31
347,100347,1209397788,"Addison Hernandes, MD",Addison,Hernandes,MD,F,Physician,1,Internal Medicine,Active,2015-05-17,,1,2015-05-17,9999-12-31
348,100348,1758032350,"Piper Andrews, MD",Piper,Andrews,MD,F,Physician,1,Family Medicine,Active,2022-11-06,,1,2022-11-06,9999-12-31
349,100349,1208759275,"David Medina, DO",David,Medina,DO,M,Physician,1,Pediatrics,Active,2020-11-12,,1,2020-11-12,9999-12-31
350,100350,1633723101,"Joe Hart, DO",Joe,Hart,DO,M,Physician,1,Psychiatry,Active,2012-08-26,,1,2012-08-26,9999-12-31
351,100351,1431942732,"Michael Goodwin, NP",Michael,Goodwin,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2019-01-03,,1,2019-01-03,9999-12-31
